close_price,ewm_cross_signal,fng_class,mfi,google_search,vader_compound,mining_difficulty,gas_price,total_transfers,prediction_price,actual_day_positive_move,predicted_day_positive_move,Correct Call Count
3591.7,1.0,-0.5,0.5194318915429309,0.02197802197802198,0.3,0.8995377667744848,0.07130497750032141,0.6106718590389794,,False,False,True
3588.9,1.0,-0.5,0.5892834086507424,0.02197802197802198,0.0,0.8995377667744848,0.11030603656616393,0.645903652634373,,False,False,True
3579.8,1.0,0.0,0.4896061975468044,0.02197802197802198,0.0,0.8995377667744848,0.11491697389514832,0.6834826378121664,,False,False,True
3562.4,1.0,0.0,0.5190445448676566,0.02197802197802198,0.0,0.8995377667744848,0.08192020688827423,0.6045910579934217,,False,False,True
3567.4,1.0,-0.5,0.4877985797288573,0.02197802197802198,0.0,0.8995377667744848,0.08291485862011141,0.537446092857006,,True,False,False
3580.1,1.0,-0.5,0.4379599741768883,0.02197802197802198,0.0,0.8995377667744848,0.06861050196930914,0.5831475765799806,,True,False,False
3625.1,1.0,-0.5,0.5067785668173015,0.02197802197802198,0.0,0.8995377667744848,0.05746861014240582,0.5388594240719702,,True,False,False
3870.7,1.0,0.5,0.5873466752743705,0.02197802197802198,0.0,0.8995377667744848,0.09316795889119568,0.6473604890165997,,True,False,False
3888.1,1.0,0.5,0.6668818592640414,0.02197802197802198,0.0,0.8995377667744848,0.1182504184276223,0.6395008175598798,,True,False,False
3943.2,1.0,0.5,0.7656552614590058,0.02197802197802198,0.0,0.8995377667744848,0.12232878501684499,0.5974584736293489,,True,False,False
3897.1,1.0,0.5,0.7611362169141381,0.02197802197802198,0.68,0.8995377667744848,0.11170022637218929,0.5389401481093905,,False,False,True
3941.2,1.0,0.5,0.7679793415106521,0.02197802197802198,0.0,0.8995377667744848,0.1266934840171134,0.6808739482441216,,True,False,False
4113.3,1.0,0.5,0.7377663008392511,0.02197802197802198,0.08,0.8995377667744848,0.07933483696940186,0.5401457162072286,,True,False,False
3732.2,1.0,0.5,0.5997417688831505,0.02197802197802198,0.0,0.8995377667744848,0.09369592858317709,0.5501157035888542,,False,False,True
3819.8,1.0,0.0,0.7001936733376372,0.01098901098901099,0.4,0.8973702371719602,0.12613750986481506,0.6124789040350688,,True,False,False
3796.7,1.0,-0.5,0.6695932859909619,0.01098901098901099,0.0,0.8973702371719602,0.11564135975937591,0.6815058228812602,,False,False,True
3799.1,1.0,-0.5,0.7327307940606843,0.01098901098901099,0.0,0.8973702371719602,0.10453915647921153,0.61239958493516,,True,False,False
3793.6,1.0,-0.5,0.6791478373143964,0.01098901098901099,0.53,0.8973702371719602,0.09627966208935557,0.6561747077473535,,False,False,True
3804.9,1.0,-0.5,0.6942543576500969,0.01098901098901099,0.0,0.8973702371719602,0.09694320788044383,0.6601100774128152,,True,False,False
3810.1,1.0,-0.5,0.6951581665590704,0.01098901098901099,0.68,0.8973702371719602,0.07892357363766568,0.5880327119423772,,True,False,False
3785.7,1.0,-0.5,0.6702388637830858,0.01098901098901099,0.0,0.8973702371719602,0.06518624394661593,0.5640255069438618,,False,False,True
3700.1,1.0,-0.5,0.6216914138153649,0.01098901098901099,0.0,0.8973702371719602,0.08987362298572792,0.5833006908209457,,False,False,True
3844.9,1.0,-0.5,0.5790832795351839,0.01098901098901099,0.49,0.8973702371719602,0.09184046651857514,0.5916492007057049,,True,False,False
3851.7,1.0,-0.5,0.5599741768883151,0.01098901098901099,0.0,0.8973702371719602,0.12468390684429126,0.6104916638292184,,True,False,False
3854.0,1.0,0.5,0.6455777921239509,0.01098901098901099,0.53,0.8973702371719602,0.12371397230259834,0.5507598474814206,,True,False,False
3840.5,1.0,0.0,0.5604906391220141,0.01098901098901099,-0.36,0.8973702371719602,0.11106730303655821,0.5611446187155453,,False,False,True
3919.2,1.0,0.5,0.5628147191736604,0.01098901098901099,0.0,0.8973702371719602,0.0762114050595063,0.4652503813577149,,True,False,False
3904.5,1.0,0.5,0.6037443511943189,0.01098901098901099,0.25,0.8973702371719602,0.05716967776183934,0.40449520373691344,,False,False,True
3851.2,1.0,0.5,0.4947708198837959,0.01098901098901099,-0.53,0.8979895911677357,0.09811440028390539,0.6024104672538382,,False,False,True
3863.1,1.0,0.5,0.5983214977404777,0.01098901098901099,-0.2,0.8979895911677357,0.1004956367820961,0.5523412283810102,,True,False,False
3852.8,1.0,0.0,0.5010974822466108,0.01098901098901099,0.0,0.8979895911677357,0.11633212378183834,0.6061798866583425,,False,False,True
3856.9,1.0,0.5,0.6205293737895416,0.01098901098901099,-0.68,0.8979895911677357,0.12163980168047125,0.624971261145071,,True,False,False
3900.3,1.0,0.5,0.6027114267269207,0.01098901098901099,0.0,0.8979895911677357,0.0991705316718565,0.5822965516475325,,True,False,False
3989.2,1.0,0.0,0.6073595868302131,0.01098901098901099,-0.57,0.8979895911677357,0.06860105337035455,0.49229157685161257,,True,False,False
3965.0,1.0,0.5,0.543963847643641,0.01098901098901099,0.0,0.8979895911677357,0.049123964652891136,0.4120600338898867,,False,False,True
3969.6,1.0,0.5,0.6047772756617172,0.0,0.0,0.8979895911677357,0.06864219595565568,0.5748571401065672,,True,False,False
3999.9,1.0,0.5,0.5930277598450614,0.0,0.0,0.8979895911677357,0.06841161381985673,0.6110401123190066,,True,False,False
4033.0,1.0,0.5,0.5704325371207231,0.0,0.44,0.8979895911677357,0.08547695359431648,0.6166644084557904,,True,False,False
3974.3,1.0,0.5,0.45048418334409296,0.0,0.0,0.8979895911677357,0.11454312381229831,0.5725946279396387,,False,False,True
