symbol,date,close,volume,MFI,Buy,Sell
DASH/USD,2019-02-11,79.49600000000001,713.77724121,66.71134911604668,,
DASH/USD,2019-02-12,81.19,1443.79167719,76.34392703153257,,
DASH/USD,2019-02-13,78.944,632.52138932,60.789911094799855,,
DASH/USD,2019-02-14,76.957,1018.58805275,57.54065384929072,,
DASH/USD,2019-02-15,77.657,412.10207115,55.63961828021452,,
DASH/USD,2019-02-16,77.791,70.73988264,61.88962575938785,,
DASH/USD,2019-02-17,78.153,59.15239155,66.02357025568976,,
DASH/USD,2019-02-18,85.015,350.55040313,64.57659361074096,,
DASH/USD,2019-02-19,86.603,246.77067655,65.1395976994125,,
DASH/USD,2019-02-20,86.596,1641.57450841,65.36685108112272,,
DASH/USD,2019-02-21,83.053,923.84279789,45.63515041716811,,
DASH/USD,2019-02-22,85.24,92.07225314,51.12549891049812,,
DASH/USD,2019-02-23,89.14200000000001,675.24301531,48.818035850284815,,
DASH/USD,2019-02-24,79.97399999999999,855.99173042,43.852211406299126,,
DASH/USD,2019-02-25,81.835,175.11209669,47.95071188202196,,
DASH/USD,2019-02-26,80.933,412.19435561,42.81271148438094,,
DASH/USD,2019-02-27,80.199,1384.05006527,48.560065189527364,,
DASH/USD,2019-02-28,81.329,1200.21953262,60.42224541920963,,
DASH/USD,2019-03-01,82.1,64.12788931,61.501545924372266,,
DASH/USD,2019-03-02,81.773,60.13415994,59.20761325285122,,
DASH/USD,2019-03-03,78.814,331.17685416,58.446727530116206,,
DASH/USD,2019-03-04,77.544,511.70031785,55.98993642555576,,
DASH/USD,2019-03-05,81.152,456.95969653,56.60303717493188,,
DASH/USD,2019-03-06,82.20100000000001,721.79138743,60.4927246946285,,
DASH/USD,2019-03-07,81.543,422.58678206,68.29778406361127,,
DASH/USD,2019-03-08,78.891,293.6034092,60.31643108879236,,
DASH/USD,2019-03-09,81.99700000000001,85.76764286,61.304689196266985,,
DASH/USD,2019-03-10,81.59,18.96020296,67.10567306203761,,
DASH/USD,2019-03-11,81.985,462.9852704,62.65822137158283,,
DASH/USD,2019-03-12,90.0,1504.17080185,67.123568224797,,
DASH/USD,2019-03-13,89.501,614.2122857999999,56.08834693913407,,
DASH/USD,2019-03-14,88.337,993.65928633,41.991763362090985,,
DASH/USD,2019-03-15,88.90100000000001,333.36796734,40.963108440644994,,
DASH/USD,2019-03-16,91.448,155.73003765,44.357258283926114,,
DASH/USD,2019-03-17,92.04899999999999,986.35273615,46.07481795631412,,
DASH/USD,2019-03-18,90.6,1122.95569732,41.51062141138596,,
DASH/USD,2019-03-19,89.9,897.07861462,32.359439927047134,,
DASH/USD,2019-03-20,92.02,149.37085672,36.24346072235234,,
DASH/USD,2019-03-21,89.375,172.42887229,38.56046525217629,,
DASH/USD,2019-03-22,90.3,98.78132693,41.83922851761535,,
DASH/USD,2019-03-23,91.382,297.64489691,40.62067620088535,,
DASH/USD,2019-03-24,91.3,358.60725437,39.450349993795854,,
DASH/USD,2019-03-25,88.749,349.38624835,37.555673072281294,,
DASH/USD,2019-03-26,87.82,66.37597622,32.67479131268416,,
DASH/USD,2019-03-27,93.523,1193.83136509,40.773212995951816,,
DASH/USD,2019-03-28,95.02,719.98920033,54.366948436855466,,
DASH/USD,2019-03-29,97.738,857.82847617,52.968766460105975,,
DASH/USD,2019-03-30,99.90799999999999,526.27342734,56.68405763962805,,
DASH/USD,2019-03-31,110.538,1444.53348249,58.97611110774984,,
DASH/USD,2019-04-01,113.09,2008.58773146,73.98128985239978,,
DASH/USD,2019-04-02,126.0,1990.92376333,88.6056203293752,,126.0
DASH/USD,2019-04-03,125.84700000000001,3531.46690785,67.35148807831266,,
DASH/USD,2019-04-04,122.6,1902.94123791,48.264249653487944,,
DASH/USD,2019-04-05,132.463,417.37584703,54.75178943089857,,
DASH/USD,2019-04-06,131.373,933.77138043,52.82872479248593,,
DASH/USD,2019-04-07,135.7,440.44192786,56.67218624374408,,
DASH/USD,2019-04-08,136.501,848.7437351,59.00379316655737,,
DASH/USD,2019-04-09,132.281,1592.47338746,56.48972457976548,,
DASH/USD,2019-04-10,128.101,623.75620159,50.95571012605029,,
DASH/USD,2019-04-11,122.5,1412.2207133,46.5445753076783,,
