symbol,date,close,volume,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal
BTC/USD,2019-01-28,3431.0,4223.88654216,,3431.0,3431.0,0.0,0.0,0.0
BTC/USD,2019-01-29,3395.0,3060.27656387,-0.010492567764500138,3407.0,3412.376417186041,0.0,-1.0,-1.0
BTC/USD,2019-01-30,3436.9,2130.91093966,0.012341678939617129,3424.085714285714,3421.123644559267,1.0,0.0,1.0
BTC/USD,2019-01-31,3409.6,2200.63548929,-0.007943204632081313,3416.3599999999997,3417.9366513674227,0.0,-1.0,-1.0
BTC/USD,2019-02-01,3437.2,2824.67887843,0.008094791177850835,3427.116129032258,3422.3410170134875,1.0,0.0,1.0
BTC/USD,2019-02-02,3466.0,1347.49342036,0.008378913068777027,3446.8666666666663,3430.9339500671927,1.0,0.0,1.0
BTC/USD,2019-02-03,3415.2,1300.82888033,-0.014656664743219916,3430.9086614173225,3428.193108781528,1.0,0.0,1.0
BTC/USD,2019-02-04,3413.9,1359.62990401,-0.0003806512063714296,3422.370980392157,3425.944395314671,0.0,-1.0,-1.0
BTC/USD,2019-02-05,3429.5,1429.38685442,0.00456955388265623,3425.942465753425,3426.4574343185004,0.0,-1.0,-1.0
BTC/USD,2019-02-06,3367.4,2289.49121231,-0.01810759585945465,3396.642619745846,3418.5476349108576,0.0,-1.0,-1.0
BTC/USD,2019-02-07,3357.1,1512.88380802,-0.003058739680465661,3376.861651196874,3410.8342487340055,0.0,-1.0,-1.0
BTC/USD,2019-02-08,3622.1,4231.50646809,0.0789371779214203,3499.5107692307697,3435.8868715310045,1.0,0.0,1.0
BTC/USD,2019-02-09,3625.8,1780.95916756,0.0010215068606609368,3562.6630936393603,3457.3020510564165,1.0,0.0,1.0
BTC/USD,2019-02-10,3650.9,1114.66941941,0.0069226101825803354,3606.784239760728,3478.1767633546838,1.0,0.0,1.0
BTC/USD,2019-02-11,3591.7,1388.71175715,-0.01621517981867493,3599.2418897061066,3489.9369171532676,1.0,0.0,1.0
BTC/USD,2019-02-12,3588.9,1383.23014194,-0.0007795751315532451,3594.0708659494926,3499.8265365006637,1.0,0.0,1.0
BTC/USD,2019-02-13,3579.8,987.62604441,-0.002535595865028273,3586.935378535298,3507.5634277026506,1.0,0.0,1.0
BTC/USD,2019-02-14,3562.4,835.12172617,-0.004860606737806639,3574.6676424699494,3512.7150975830577,1.0,0.0,1.0
BTC/USD,2019-02-15,3567.4,946.7885752000001,0.0014035481697731722,3571.0338143039976,3517.7175579816803,1.0,0.0,1.0
BTC/USD,2019-02-16,3580.1,964.91632521,0.0035600156977069197,3575.566911475097,3523.287645345141,1.0,0.0,1.0
BTC/USD,2019-02-17,3625.1,1433.44347746,0.01256948129940505,3600.3334675471624,3532.1799076968587,1.0,0.0,1.0
BTC/USD,2019-02-18,3870.7,4873.97405577,0.06774985517640886,3735.516766003791,3561.1558388882595,1.0,0.0,1.0
BTC/USD,2019-02-19,3888.1,3326.31517672,0.004495310925672458,3811.808392096566,3588.629121125705,1.0,0.0,1.0
BTC/USD,2019-02-20,3943.2,2074.00438324,0.0141714462076592,3877.504199964058,3617.9240170566777,1.0,0.0,1.0
BTC/USD,2019-02-21,3897.1,1838.5870069000002,-0.011691012375735443,3887.302100274029,3640.6342346922465,1.0,0.0,1.0
BTC/USD,2019-02-22,3941.2,1714.98412867,0.011316106848682228,3914.251050538585,3664.7378364991473,1.0,0.0,1.0
BTC/USD,2019-02-23,4113.3,2943.73108279,0.043666903481173414,4013.775526010808,3700.240282447206,1.0,0.0,1.0
BTC/USD,2019-02-24,3732.2,4240.4510935,-0.09265066977852343,3872.9877624809287,3702.7393657300445,1.0,0.0,1.0
BTC/USD,2019-02-25,3819.8,2325.62212569,0.023471410964042816,3846.3938811909293,3711.791264300016,1.0,0.0,1.0
BTC/USD,2019-02-26,3796.7,1890.39867573,-0.006047437038588455,3821.5469405723243,3718.2896460396955,1.0,0.0,1.0
BTC/USD,2019-02-27,3799.1,2805.95989959,0.0006321279005452318,3810.3234702809355,3724.415756605761,1.0,0.0,1.0
BTC/USD,2019-02-28,3793.6,2010.80506465,-0.0014477113000447295,3801.9617351385205,3729.6145443708297,1.0,0.0,1.0
BTC/USD,2019-03-01,3804.9,964.32145291,0.002978700970054815,3803.430867569431,3735.225917526691,1.0,0.0,1.0
BTC/USD,2019-03-02,3810.1,528.89856765,0.0013666587820966303,3806.76543378491,3740.7647136572004,1.0,0.0,1.0
BTC/USD,2019-03-03,3785.7,1199.10931344,-0.006404031390252252,3796.2327168921483,3744.0656606043476,1.0,0.0,1.0
BTC/USD,2019-03-04,3700.1,2280.64433456,-0.022611406080777607,3748.1663584453745,3740.856777689103,1.0,0.0,1.0
BTC/USD,2019-03-05,3844.9,2289.0999925,0.03913407745736608,3796.5331792230395,3748.4050547326706,1.0,0.0,1.0
BTC/USD,2019-03-06,3851.7,1552.14139273,0.0017685765559571909,3824.11658961162,3755.8574422895545,1.0,0.0,1.0
BTC/USD,2019-03-07,3854.0,1882.24990116,0.0005971389256691495,3839.0582948058372,3762.901615662782,1.0,0.0,1.0
BTC/USD,2019-03-08,3840.5,1884.20428597,-0.0035028541774779764,3839.7791474029195,3768.4445827674654,1.0,0.0,1.0
BTC/USD,2019-03-09,3919.2,1652.40926475,0.020492123421429476,3879.489573701477,3779.1654019433618,1.0,0.0,1.0
BTC/USD,2019-03-10,3904.5,698.94382321,-0.0037507654623392117,3891.9947868507415,3788.0416356743026,1.0,0.0,1.0
BTC/USD,2019-03-11,3851.2,1262.86118253,-0.013650915610193382,3871.5973934253684,3792.4973607271004,1.0,0.0,1.0
BTC/USD,2019-03-12,3863.1,1574.06311771,0.003089945990859988,3867.3486967126837,3797.4604926854054,1.0,0.0,1.0
BTC/USD,2019-03-13,3852.8,881.79474838,-0.002666252491522303,3860.0743483563415,3801.3377668693397,1.0,0.0,1.0
BTC/USD,2019-03-14,3856.9,1236.3796374,0.0010641611295680864,3858.4871741781712,3805.2186293018963,1.0,0.0,1.0
BTC/USD,2019-03-15,3900.3,1128.43467216,0.011252560346392215,3879.393587089086,3811.8407176023725,1.0,0.0,1.0
BTC/USD,2019-03-16,3989.2,2160.35937378,0.022793118478065644,3934.296793544543,3824.1601672795528,1.0,0.0,1.0
BTC/USD,2019-03-17,3965.0,745.65446633,-0.006066379223904517,3949.648396772271,3833.9186289316053,1.0,0.0,1.0
BTC/USD,2019-03-18,3969.6,1642.10131711,0.0011601513240857564,3959.6241983861355,3843.2979068925188,1.0,0.0,1.0
BTC/USD,2019-03-19,3999.9,1336.75471401,0.007633010882708735,3979.762099193068,3854.100041459824,1.0,0.0,1.0
BTC/USD,2019-03-20,4033.0,2045.27473529,0.008275206880171915,4006.381049596534,3866.415474213735,1.0,0.0,1.0
BTC/USD,2019-03-21,3974.3,2388.3976248000004,-0.014554921894371353,3990.340524798267,3873.828338053156,1.0,0.0,1.0
BTC/USD,2019-03-22,3984.1,1103.81827614,0.0024658430415418486,3987.2202623991334,3881.392032896662,1.0,0.0,1.0
BTC/USD,2019-03-23,3982.4,736.79176036,-0.00042669611706525057,3984.810131199567,3888.3090808953225,1.0,0.0,1.0
BTC/USD,2019-03-24,3969.7,707.49922392,-0.0031890317396545687,3977.2550655997834,3893.8743276883447,1.0,0.0,1.0
BTC/USD,2019-03-25,3906.0,2115.10591563,-0.016046552636219347,3941.627532799892,3894.702274598234,1.0,0.0,1.0
BTC/USD,2019-03-26,3918.8,1409.65973844,0.0032770097286227706,3930.213766399946,3896.3455208393775,1.0,0.0,1.0
BTC/USD,2019-03-27,4026.1,2228.45823286,0.02738083086659171,3978.156883199973,3905.1827830039238,1.0,0.0,1.0
BTC/USD,2019-03-28,4013.7,1319.06479382,-0.003079903628821934,3995.9284415999864,3912.565206764156,1.0,0.0,1.0
BTC/USD,2019-03-29,4088.9,2139.49520096,0.018735829782993374,4042.414220799993,3924.5485207821157,1.0,0.0,1.0
BTC/USD,2019-03-30,4090.9,1203.7014390000002,0.0004891291056274838,4066.657110399997,3935.8422023368767,1.0,0.0,1.0
BTC/USD,2019-03-31,4095.1,615.80523918,0.0010266689481530644,4080.878555199998,3946.6443150257696,1.0,0.0,1.0
BTC/USD,2019-04-01,4137.8,2757.82205062,0.010427095797416408,4109.339277599999,3959.5988408792846,1.0,0.0,1.0
BTC/USD,2019-04-02,4902.9,10675.20887975,0.18490502199236292,4506.119638799999,4023.4746320398876,1.0,0.0,1.0
BTC/USD,2019-04-03,4972.2,9109.42654442,0.01413449183136506,4739.1598194,4087.6696965940027,1.0,0.0,1.0
BTC/USD,2019-04-04,4907.7,4097.31486554,-0.012972125015083824,4823.4299097,4143.11799207485,1.0,0.0,1.0
BTC/USD,2019-04-05,5038.1,2001.30591582,0.026570491268822494,4930.76495485,4203.594992830882,1.0,0.0,1.0
BTC/USD,2019-04-06,5036.4,2242.80037391,-0.00033742879260056924,4983.5824774249995,4259.836374831073,1.0,0.0,1.0
BTC/USD,2019-04-07,5189.3,2552.31706093,0.030358986577714298,5086.441238712499,4322.569878783619,1.0,0.0,1.0
BTC/USD,2019-04-08,5285.1,3174.13644998,0.018461064112693437,5185.77061935625,4387.500944891997,1.0,0.0,1.0
BTC/USD,2019-04-09,5190.8,2519.97308079,-0.017842614141643565,5188.2853096781255,4441.663850985841,1.0,0.0,1.0
BTC/USD,2019-04-10,5320.5,4238.809945800001,0.02498651460275858,5254.392654839063,4500.892728798513,1.0,0.0,1.0
BTC/USD,2019-04-11,5041.7,3746.33595885,-0.052401090123108784,5148.046327419532,4537.324679025194,1.0,0.0,1.0
BTC/USD,2019-04-12,5081.1,1996.74263041,0.007814824364797746,5114.573163709766,4573.941969409014,1.0,0.0,1.0
BTC/USD,2019-04-13,5069.3,1198.74414851,-0.0023223317785519004,5091.936581854883,4607.286483390519,1.0,0.0,1.0
BTC/USD,2019-04-14,5153.3,919.81572982,0.016570335154755034,5122.618290927441,4644.028071274655,1.0,0.0,1.0
BTC/USD,2019-04-15,5041.4,1997.4316129000001,-0.021714241359905406,5082.00914546372,4670.758824229057,1.0,0.0,1.0
BTC/USD,2019-04-16,5204.0,2807.57292657,0.03225294561034642,5143.00457273186,4706.618521308677,1.0,0.0,1.0
BTC/USD,2019-04-17,5225.0,1665.10087491,0.004035357417371266,5184.002286365931,4741.469113304344,1.0,0.0,1.0
BTC/USD,2019-04-18,5282.8,2070.21095404,0.011062200956937884,5233.401143182966,4777.8530303867965,1.0,0.0,1.0
BTC/USD,2019-04-19,5286.0,1908.30782418,0.0006057393806313538,5259.700571591483,4811.998226550469,1.0,0.0,1.0
BTC/USD,2019-04-20,5316.5,1376.33684195,0.005769958380628104,5288.100285795741,4845.890737305726,1.0,0.0,1.0
BTC/USD,2019-04-21,5295.2,1359.58580151,-0.0040063951848020585,5291.65014289787,4876.068973668796,1.0,0.0,1.0
BTC/USD,2019-04-22,5384.0,2912.60125281,0.01676990481945917,5337.825071448935,4910.177808243094,1.0,0.0,1.0
BTC/USD,2019-04-23,5530.1,4053.77707391,0.027135958395245297,5433.962535724468,4951.799408590385,1.0,0.0,1.0
BTC/USD,2019-04-24,5444.2,2896.04359536,-0.015533172998680067,5439.081267862233,4984.853484296664,1.0,0.0,1.0
BTC/USD,2019-04-25,5131.8,4677.9824735,-0.057382168178979454,5285.440633931117,4994.716180323621,1.0,0.0,1.0
BTC/USD,2019-04-26,5153.0,4036.15084528,0.0041311040960285705,5219.220316965559,5005.338209389051,1.0,0.0,1.0
BTC/USD,2019-04-27,5168.5,1650.06779725,0.003007956530176603,5193.860158482779,5016.286048900811,1.0,0.0,1.0
BTC/USD,2019-04-28,5158.9,1187.83171064,-0.0018574054367805903,5176.3800792413895,5025.853914379927,1.0,0.0,1.0
BTC/USD,2019-04-29,5149.0,1679.76139881,-0.0019190137432397725,5162.690039620695,5034.1146850772775,1.0,0.0,1.0
BTC/USD,2019-04-30,5273.0,2809.11786087,0.024082346086618855,5217.845019810347,5050.137539127187,1.0,0.0,1.0
BTC/USD,2019-05-01,5324.1,2443.44683543,0.009690878058031593,5270.972509905174,5068.511182081622,1.0,0.0,1.0
BTC/USD,2019-05-02,5390.5,2110.26927865,0.01247159144268517,5330.736254952587,5090.103630614457,1.0,0.0,1.0
BTC/USD,2019-05-03,5660.0,5333.946730799999,0.049995362211297634,5495.368127476293,5128.317126827483,1.0,0.0,1.0
BTC/USD,2019-05-04,5763.5,4734.71011649,0.018286219081272037,5629.4340637381465,5170.904626172754,1.0,0.0,1.0
BTC/USD,2019-05-05,5719.3,1638.09277734,-0.007668951158150361,5674.367031869073,5207.670266616436,1.0,0.0,1.0
BTC/USD,2019-05-06,5687.4,2505.17851499,-0.005577605651041262,5680.883515934536,5239.829991829679,1.0,0.0,1.0
BTC/USD,2019-05-07,5745.2,4190.39277892,0.01016281604951308,5713.0417579672685,5273.706191670271,1.0,0.0,1.0
BTC/USD,2019-05-08,5942.1,2474.47199508,0.034272088003898915,5827.570878983634,5318.5073467352695,1.0,0.0,1.0
BTC/USD,2019-05-09,6151.4,4525.93390033,0.035223237575941146,5989.485439491817,5374.3311345230195,1.0,0.0,1.0
BTC/USD,2019-05-10,6339.1,5606.970608600001,0.030513379068179747,6164.2927197459085,5438.990107784842,1.0,0.0,1.0
BTC/USD,2019-05-11,7201.0,10134.25699831,0.13596567336057164,6682.646359872954,5557.074032587062,1.0,0.0,1.0
BTC/USD,2019-05-12,6975.7,9314.25359236,-0.03128732120538813,6829.173179936477,5652.140816596306,1.0,0.0,1.0
BTC/USD,2019-05-13,7816.4,11516.04229732,0.12051837091618034,7322.786589968238,5797.168219494231,1.0,0.0,1.0
BTC/USD,2019-05-14,7993.7,9676.21612657,0.02268307660815716,7658.243294984119,5944.351860499618,1.0,0.0,1.0
BTC/USD,2019-05-15,8203.0,5522.8745821,0.02618311920637506,7930.621647492059,6095.69165422726,1.0,0.0,1.0
BTC/USD,2019-05-16,7880.7,7538.00122759,-0.03929050347433871,7905.66082374603,6215.290912733014,1.0,0.0,1.0
BTC/USD,2019-05-17,7350.1,10059.52742228,-0.0673290443742306,7627.880411873015,6291.322807432714,1.0,0.0,1.0
BTC/USD,2019-05-18,7265.0,2847.92336383,-0.011578073767703922,7446.4402059365075,6356.556775683131,1.0,0.0,1.0
BTC/USD,2019-05-19,8194.9,7146.23307883,0.12799724707501725,7820.670102968254,6479.717474295556,1.0,0.0,1.0
BTC/USD,2019-05-20,8005.0,6107.53795634,-0.023172949029274248,7912.835051484127,6581.901609109206,1.0,0.0,1.0
BTC/USD,2019-05-21,7951.9,3632.68909587,-0.006633354153653959,7932.367525742064,6673.680265453842,1.0,0.0,1.0
BTC/USD,2019-05-22,7620.0,4495.65715766,-0.04173845244532748,7776.183762871032,6737.074355012122,1.0,0.0,1.0
BTC/USD,2019-05-23,7878.9,4686.80628914,0.033976377952755765,7827.541881435516,6813.5636433224745,1.0,0.0,1.0
BTC/USD,2019-05-24,8000.0,4597.59543627,0.015370165886100962,7913.770940717758,6893.0396251450775,1.0,0.0,1.0
BTC/USD,2019-05-25,8066.5,1449.14318941,0.008312499999999945,7990.135470358879,6971.644800343799,1.0,0.0,1.0
BTC/USD,2019-05-26,8736.3,4787.73803801,0.08303477344573218,8363.217735179438,7089.849409858897,1.0,0.0,1.0
BTC/USD,2019-05-27,8780.7,4305.94429678,0.005082243054840285,8571.95886758972,7203.108266726973,1.0,0.0,1.0
BTC/USD,2019-05-28,8720.1,3790.01501785,-0.006901499880419548,8646.02943379486,7304.719811189171,1.0,0.0,1.0
BTC/USD,2019-05-29,8663.2,2946.88974724,-0.0065251545280443635,8654.614716897431,7395.712504782499,1.0,0.0,1.0
BTC/USD,2019-05-30,8269.6,6563.46004262,-0.04543355803860005,8462.107358448717,7454.245743434711,1.0,0.0,1.0
BTC/USD,2019-05-31,8555.5,4203.86260512,0.034572409790074365,8508.803679224358,7528.0070941740305,1.0,0.0,1.0
BTC/USD,2019-06-01,8549.9,1558.3465453,-0.0006545497048682236,8529.35183961218,7596.452020933636,1.0,0.0,1.0
BTC/USD,2019-06-02,8742.5,2264.58474326,0.02252657925823698,8635.92591980609,7673.211789553482,1.0,0.0,1.0
BTC/USD,2019-06-03,8120.0,9017.51715884,-0.07120388904775521,8377.962959903045,7703.136356672687,1.0,0.0,1.0
BTC/USD,2019-06-04,7670.0,14416.39550153,-0.05541871921182262,8023.9814799515225,7700.917002792781,1.0,0.0,1.0
BTC/USD,2019-06-05,7787.1,7857.73218301,0.015267275097783584,7905.540739975761,7706.68917547943,1.0,0.0,1.0
BTC/USD,2019-06-06,7804.3,8129.11479644,0.0022087811894029308,7854.920369987881,7713.226678426226,1.0,0.0,1.0
BTC/USD,2019-06-07,8000.5,6580.7528796999995,0.025139986930281966,7927.710184993941,7732.466704738202,1.0,0.0,1.0
BTC/USD,2019-06-08,7928.7,3423.3720368,-0.008974439097556464,7928.20509249697,7745.609258120607,1.0,0.0,1.0
BTC/USD,2019-06-09,7642.1,4243.52930192,-0.03614716157755993,7785.152546248485,7738.676865396089,1.0,0.0,1.0
BTC/USD,2019-06-10,8019.9,7215.60581891,0.04943667316575273,7902.526273124242,7757.511279840455,1.0,0.0,1.0
BTC/USD,2019-06-11,7921.4,6846.67992666,-0.01228194865272636,7911.963136562121,7768.487364570316,1.0,0.0,1.0
BTC/USD,2019-06-12,8171.0,8081.90839436,0.03150958163960915,8041.48156828106,7795.44460267182,1.0,0.0,1.0
BTC/USD,2019-06-13,8237.6,5762.34175582,0.00815077713866108,8139.54078414053,7825.056652047683,1.0,0.0,1.0
BTC/USD,2019-06-14,8694.0,7257.80726429,0.05540448674371179,8416.770392070266,7883.251268665851,1.0,0.0,1.0
BTC/USD,2019-06-15,8856.8,5293.9358883,0.018725557855992614,8636.785196035133,7948.4511799047505,1.0,0.0,1.0
BTC/USD,2019-06-16,8976.1,12551.75925319,0.013469876253274338,8806.442598017566,8017.273947745648,1.0,0.0,1.0
BTC/USD,2019-06-17,9335.0,8436.74202351,0.039983957397979,9070.721299008783,8105.523145038045,1.0,0.0,1.0
BTC/USD,2019-06-18,9080.5,6320.07604985,-0.02726298875200861,9075.610649504391,8170.817897719471,1.0,0.0,1.0
BTC/USD,2019-06-19,9277.1,4408.22300671,0.02165079015472715,9176.355324752196,8244.905973612458,1.0,0.0,1.0
BTC/USD,2019-06-20,9534.3,6475.26400109,0.02772418104795671,9355.327662376098,8331.256828534979,1.0,0.0,1.0
BTC/USD,2019-06-21,10219.2,9099.70690374,0.07183537333627021,9787.26383118805,8457.692191621049,1.0,0.0,1.0
BTC/USD,2019-06-22,10663.8,12842.48586265,0.04350634100516659,10225.531915594023,8605.434581213465,1.0,0.0,1.0
BTC/USD,2019-06-23,10814.1,5943.46891708,0.014094412873459916,10519.815957797011,8753.347854336022,1.0,0.0,1.0
BTC/USD,2019-06-24,11020.6,5457.41272587,0.01909544021231535,10770.207978898507,8905.184270663138,1.0,0.0,1.0
BTC/USD,2019-06-25,11765.1,11623.88144358,0.06755530551875588,11267.653989449253,9096.710535941407,1.0,0.0,1.0
BTC/USD,2019-06-26,12933.7,25637.82859518,0.09932767252297059,12100.676994724627,9353.670083637271,1.0,0.0,1.0
BTC/USD,2019-06-27,11148.0,25035.66966057,-0.1380656733958574,11624.338497362314,9473.834411880027,1.0,0.0,1.0
BTC/USD,2019-06-28,12360.0,13815.53621372,0.10871905274488691,11992.169248681157,9667.117422213896,1.0,0.0,1.0
BTC/USD,2019-06-29,11865.1,10990.60288378,-0.0400404530744336,11928.634624340579,9814.31338879253,1.0,0.0,1.0
BTC/USD,2019-06-30,10752.3,10959.68537569,-0.09378766297797747,11340.467312170289,9877.128998923012,1.0,0.0,1.0
BTC/USD,2019-07-01,10575.9,14633.39438537,-0.016405792249100215,10958.183656085144,9923.924612277233,1.0,0.0,1.0
BTC/USD,2019-07-02,10837.3,15317.90208157,0.02471657258483906,10897.741828042572,9985.091861144005,1.0,0.0,1.0
BTC/USD,2019-07-03,11979.8,16123.60034549,0.1054229374475193,11438.770914021286,10118.674007404235,1.0,0.0,1.0
BTC/USD,2019-07-04,11148.3,7856.19947708,-0.06940850431559797,11293.535457010643,10187.626188540627,1.0,0.0,1.0
BTC/USD,2019-07-05,11006.0,8055.43677022,-0.01276427796166224,11149.767728505321,10242.4311307768,1.0,0.0,1.0
BTC/USD,2019-07-06,11233.5,5353.27428748,0.020670543339996295,11191.63386425266,10308.801060854441,1.0,0.0,1.0
BTC/USD,2019-07-07,11480.7,4619.32546455,0.02200560822539721,11336.16693212633,10387.280744341822,1.0,0.0,1.0
BTC/USD,2019-07-08,12298.0,7494.77812687,0.07118903899588003,11817.083466063166,10515.237596627183,1.0,0.0,1.0
BTC/USD,2019-07-09,12570.5,8812.14375715,0.02215807448365581,12193.791733031583,10652.874077252818,1.0,0.0,1.0
BTC/USD,2019-07-10,12096.2,12774.21431449,-0.0377311960542539,12144.995866515792,10749.530414270424,1.0,0.0,1.0
BTC/USD,2019-07-11,11343.5,13431.14583169,-0.06222615366809414,11744.247933257895,10789.307209720298,1.0,0.0,1.0
BTC/USD,2019-07-12,11798.1,7210.26042024,0.04007581434301577,11771.173966628947,10856.863725139145,1.0,0.0,1.0
BTC/USD,2019-07-13,11381.5,7153.01536348,-0.03531077037828123,11576.336983314473,10891.997377004252,1.0,0.0,1.0
BTC/USD,2019-07-14,10621.1,7554.98168904,-0.06681017440583403,11098.718491657237,10873.856031077301,1.0,0.0,1.0
BTC/USD,2019-07-15,10840.4,9896.55364709,0.020647578876010986,10969.55924582862,10871.61556244073,1.0,0.0,1.0
BTC/USD,2019-07-16,9420.3,14549.88976143,-0.13100070108114092,10194.92962291431,10774.424559379491,0.0,-1.0,-1.0
BTC/USD,2019-07-17,9703.9,13073.68165922,0.030105198348247875,9949.414811457154,10702.734221825463,0.0,-1.0,-1.0
BTC/USD,2019-07-18,10636.6,13028.99664647,0.09611599460010933,10293.007405728578,10698.305381417415,0.0,-1.0,-1.0
BTC/USD,2019-07-19,10535.2,7418.36136261,-0.009533121486189122,10414.10370286429,10687.382634271444,0.0,-1.0,-1.0
BTC/USD,2019-07-20,10774.9,6939.80734523,0.022752297061280125,10594.501851432145,10693.243444330066,0.0,-1.0,-1.0
BTC/USD,2019-07-21,10595.3,5461.71221755,-0.01666836815190864,10594.900925716072,10686.684429480149,0.0,-1.0,-1.0
BTC/USD,2019-07-22,10323.9,6592.61341474,-0.025615131237435418,10459.400462858037,10662.389719232848,0.0,-1.0,-1.0
BTC/USD,2019-07-23,9840.6,7956.17264384,-0.04681370412344166,10150.000231429018,10607.356661690388,0.0,-1.0,-1.0
BTC/USD,2019-07-24,9769.8,8280.4741517,-0.00719468325102135,9959.900115714509,10551.267751860523,0.0,-1.0,-1.0
BTC/USD,2019-07-25,9878.0,5604.36102566,0.011074945239411216,9918.950057857255,10506.180840286239,0.0,-1.0,-1.0
BTC/USD,2019-07-26,9852.0,4320.29943763,-0.002632111763514855,9885.475028928628,10462.3721393014,0.0,-1.0,-1.0
BTC/USD,2019-07-27,9471.8,6349.438830100001,-0.03859114900527816,9678.637514464313,10396.036250360157,0.0,-1.0,-1.0
BTC/USD,2019-07-28,9531.7,3862.18796917,0.006324035558183283,9605.168757232157,10338.15404514699,0.0,-1.0,-1.0
BTC/USD,2019-07-29,9499.9,4104.96177138,-0.003336235928533271,9552.534378616077,10282.018505475524,0.0,-1.0,-1.0
BTC/USD,2019-07-30,9594.1,3996.7021489,0.009915893851514257,9573.31718930804,10235.950527914838,0.0,-1.0,-1.0
BTC/USD,2019-07-31,10090.1,6067.91115085,0.051698439666044704,9831.708594654021,10226.183328031577,0.0,-1.0,-1.0
BTC/USD,2019-08-01,10408.9,6555.68652868,0.03159532611173321,10120.30429732701,10238.419347744797,0.0,-1.0,-1.0
BTC/USD,2019-08-02,10531.5,5203.22201179,0.011778381961590645,10325.902148663505,10258.046128352798,1.0,0.0,1.0
BTC/USD,2019-08-03,10809.9,3958.82486203,0.026434980771969707,10567.901074331752,10295.002212215448,1.0,0.0,1.0
BTC/USD,2019-08-04,10972.4,4989.39900931,0.015032516489514203,10770.150537165875,10340.36560833689,1.0,0.0,1.0
BTC/USD,2019-08-05,11799.6,8456.18018477,0.0753891582516133,11284.875268582939,10438.08635658071,1.0,0.0,1.0
BTC/USD,2019-08-06,11458.8,10983.92645999,-0.028882334994406733,11371.837634291469,10506.44061742262,1.0,0.0,1.0
BTC/USD,2019-08-07,11962.7,9518.03243373,0.0439749362935038,11667.268817145734,10603.96211374921,1.0,0.0,1.0
BTC/USD,2019-08-08,11982.6,5503.28967046,0.001663504058448284,11824.934408572866,10696.28551177733,1.0,0.0,1.0
BTC/USD,2019-08-09,11857.6,4972.62735052,-0.010431792766177672,11841.267204286432,10774.05538135491,1.0,0.0,1.0
BTC/USD,2019-08-10,11284.7,5075.90454317,-0.04831500472270944,11562.983602143217,10808.25176997404,1.0,0.0,1.0
BTC/USD,2019-08-11,11526.7,3242.58542379,0.021444965307008568,11544.841801071609,10856.364159218263,1.0,0.0,1.0
BTC/USD,2019-08-12,11384.2,2521.40994313,-0.012362601611909718,11464.520900535805,10891.711787937104,1.0,0.0,1.0
BTC/USD,2019-08-13,10857.0,5530.49168914,-0.046309797789919394,11160.760450267902,10889.387240794042,1.0,0.0,1.0
BTC/USD,2019-08-14,10018.0,9345.62962355,-0.07727733259648151,10589.380225133951,10831.032984419853,0.0,-1.0,-1.0
BTC/USD,2019-08-15,10304.5,11725.54421272,0.028598522659213366,10446.940112566976,10795.772611969147,0.0,-1.0,-1.0
BTC/USD,2019-08-16,10362.1,8443.90114207,0.005589790868067324,10404.520056283487,10766.730828651498,0.0,-1.0,-1.0
BTC/USD,2019-08-17,10211.8,3766.05859122,-0.014504781849239201,10308.160028141743,10729.568740299932,0.0,-1.0,-1.0
BTC/USD,2019-08-18,10326.4,2908.43736041,0.011222311443624067,10317.280014070871,10702.569714942072,0.0,-1.0,-1.0
BTC/USD,2019-08-19,10921.8,5196.35981986,0.05765804152463594,10619.540007035435,10717.250921907775,0.0,-1.0,-1.0
BTC/USD,2019-08-20,10759.9,3828.56520889,-0.014823563881411483,10689.720003517717,10720.107005007321,0.0,-1.0,-1.0
BTC/USD,2019-08-21,10125.0,8841.95813426,-0.059006124592235976,10407.360001758858,10680.25444409164,0.0,-1.0,-1.0
BTC/USD,2019-08-22,10107.9,6511.37064984,-0.001688888888888962,10257.630000879428,10641.92555668903,0.0,-1.0,-1.0
BTC/USD,2019-08-23,10406.3,4021.567157,0.029521463409808213,10331.965000439714,10626.146409397188,0.0,-1.0,-1.0
