symbol,date,close,volume,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal
LTC/USD,2019-01-28,30.88,5079.95375251,,30.88,30.88,0.0,0.0,0.0
LTC/USD,2019-01-29,30.67,2233.5639716999995,-0.006800518134714939,30.74,30.771362433585242,0.0,-1.0,-1.0
LTC/USD,2019-01-30,31.59,2372.26724322,0.029996739484838608,31.225714285714282,31.063359283475293,1.0,0.0,1.0
LTC/USD,2019-01-31,31.17,5511.53793212,-0.013295346628679927,31.196,31.092851970080623,1.0,0.0,1.0
LTC/USD,2019-02-01,32.43,5922.00510188,0.040423484119345376,31.83290322580645,31.398577052412367,1.0,0.0,1.0
LTC/USD,2019-02-02,34.17,5011.260166399999,0.05365402405180397,33.02,31.944046740963728,1.0,0.0,1.0
LTC/USD,2019-02-03,33.06,2812.22449497,-0.032484635645302906,33.04015748031496,32.138444889691584,1.0,0.0,1.0
LTC/USD,2019-02-04,33.61,5884.20209414,0.016636418632788752,33.32619607843137,32.369962458357236,1.0,0.0,1.0
LTC/USD,2019-02-05,33.92,4221.17680066,0.009223445403153896,33.62367906066536,32.59361772564378,1.0,0.0,1.0
LTC/USD,2019-02-06,32.44,14289.188575299999,-0.04363207547169823,33.03126099706744,32.573043086577215,1.0,0.0,1.0
LTC/USD,2019-02-07,32.78,1590.17084707,0.010480887792848392,32.90556912554958,32.599021931776306,1.0,0.0,1.0
LTC/USD,2019-02-08,42.52,28778.17445128,0.29713239780353873,37.713958485958486,33.77548579225114,1.0,0.0,1.0
LTC/USD,2019-02-09,44.24,10371.18850485,0.04045155221072427,40.977377609571484,34.955496106502544,1.0,0.0,1.0
LTC/USD,2019-02-10,46.5,16301.859274899998,0.05108499095840857,43.73885735213331,36.2002830410646,1.0,0.0,1.0
LTC/USD,2019-02-11,42.37,15769.4681384,-0.08881720430107531,43.05440778832361,36.839419331351145,1.0,0.0,1.0
LTC/USD,2019-02-12,43.25,4317.65106377,0.020769412320037928,43.15220538643473,37.480044105610666,1.0,0.0,1.0
LTC/USD,2019-02-13,41.27,6280.97999759,-0.045780346820809226,42.21109551311884,37.84669668175503,1.0,0.0,1.0
LTC/USD,2019-02-14,40.96,4971.41661304,-0.007511509571117125,41.58554537027501,38.139178692596325,1.0,0.0,1.0
LTC/USD,2019-02-15,42.15,7355.83499291,0.029052734375,41.86777322344441,38.50608022975663,1.0,0.0,1.0
LTC/USD,2019-02-16,42.93,7524.642015899999,0.0185053380782918,42.39888711823189,38.90108912668246,1.0,0.0,1.0
LTC/USD,2019-02-17,43.28,8270.55328026,0.008152806894945241,42.83944376918973,39.28354196781681,1.0,0.0,1.0
LTC/USD,2019-02-18,47.4,14014.87051594,0.09519408502772642,45.119722428255656,39.97827747925532,1.0,0.0,1.0
LTC/USD,2019-02-19,47.01,6721.70975965,-0.008227848101265867,46.06486132679716,40.5691566580451,1.0,0.0,1.0
LTC/USD,2019-02-20,51.22,19472.27511624,0.08955541374175713,48.64243081703369,41.44913684217716,1.0,0.0,1.0
LTC/USD,2019-02-21,48.17,9202.87832694,-0.05954705193283871,48.40621540147708,41.99586103887863,1.0,0.0,1.0
LTC/USD,2019-02-22,49.27,4758.66075809,0.022835789910732762,48.83810770717424,42.579204084708905,1.0,0.0,1.0
LTC/USD,2019-02-23,51.25,13904.10306546,0.040186726202557255,50.04405386257212,43.26547343232115,1.0,0.0,1.0
LTC/USD,2019-02-24,43.66,26232.6191197,-0.14809756097560978,46.852026919394824,43.29632335295306,1.0,0.0,1.0
LTC/USD,2019-02-25,45.33,8746.93754505,0.038250114521301004,46.09101345827992,43.453580614098044,1.0,0.0,1.0
LTC/USD,2019-02-26,44.71,4240.68195867,-0.013677476285020918,45.40050672849687,43.54973906855406,1.0,0.0,1.0
LTC/USD,2019-02-27,44.94,3690.00019882,0.005144263028405316,45.17025336414122,43.65513264455428,1.0,0.0,1.0
LTC/USD,2019-02-28,45.35,2279.17479044,0.009123275478415849,45.26012668209154,43.78249192809368,1.0,0.0,1.0
LTC/USD,2019-03-01,46.83,5248.43431384,0.03263506063947075,46.045063341137144,44.00963679749843,1.0,0.0,1.0
LTC/USD,2019-03-02,48.25,2280.76212139,0.030322442878496725,47.14753167063275,44.32331686571623,1.0,0.0,1.0
LTC/USD,2019-03-03,47.55,3889.64523457,-0.014507772020725396,47.34876583532223,44.56034906709737,1.0,0.0,1.0
LTC/USD,2019-03-04,45.56,4590.24054621,-0.04185068349106191,46.454382917648104,44.63330970855495,1.0,0.0,1.0
LTC/USD,2019-03-05,52.42,14225.62788758,0.15057067603160657,49.43719145884576,45.198229693411335,1.0,0.0,1.0
LTC/USD,2019-03-06,55.17,6465.50278909,0.05246089278901178,52.303595729433304,45.91765983358523,1.0,0.0,1.0
LTC/USD,2019-03-07,56.44,9917.16192294,0.023019757114373762,54.37179786472041,46.67289986557002,1.0,0.0,1.0
LTC/USD,2019-03-08,55.29,9774.79792973,-0.020375620127569105,54.830898932360626,47.28843204437594,1.0,0.0,1.0
LTC/USD,2019-03-09,57.48,5759.23258674,0.0396093326098752,56.15544946618091,48.01319510216095,1.0,0.0,1.0
LTC/USD,2019-03-10,56.44,3054.03265051,-0.018093249826026447,56.29772473309049,48.609983946087794,1.0,0.0,1.0
LTC/USD,2019-03-11,54.66,4567.8231866999995,-0.031537916371367825,55.47886236654515,49.03680323422248,1.0,0.0,1.0
LTC/USD,2019-03-12,56.03,9706.59620469,0.025064032199048736,55.75443118327259,49.528401830484434,1.0,0.0,1.0
LTC/USD,2019-03-13,55.24,1822.32944974,-0.014099589505621957,55.49721559163629,49.92857583286171,1.0,0.0,1.0
LTC/USD,2019-03-14,55.6,2522.92902213,0.006517016654598029,55.54860779581815,50.3247085249654,1.0,0.0,1.0
LTC/USD,2019-03-15,58.18,4004.0971975,0.04640287769784179,56.86430389790909,50.87180238143514,1.0,0.0,1.0
LTC/USD,2019-03-16,60.89,18455.94692165,0.046579580611894045,58.87715194895455,51.56767056352025,1.0,0.0,1.0
LTC/USD,2019-03-17,60.28,8011.41661916,-0.0100180653637707,59.57857597447728,52.17132743433385,1.0,0.0,1.0
LTC/USD,2019-03-18,59.02,7319.524350300001,-0.020902455209024562,59.299287987238635,52.644757229086466,1.0,0.0,1.0
LTC/USD,2019-03-19,59.2,6944.022551800001,0.0030498136225007855,59.24964399361932,53.096926246292135,1.0,0.0,1.0
LTC/USD,2019-03-20,60.17,5090.37750492,0.016385135135135176,59.709821996809666,53.58383504654028,1.0,0.0,1.0
LTC/USD,2019-03-21,58.39,4957.25399824,-0.02958284859564564,59.04991099840483,53.91407190052968,1.0,0.0,1.0
LTC/USD,2019-03-22,59.33,1923.02381756,0.016098647028600643,59.18995549920241,54.28555834333409,1.0,0.0,1.0
LTC/USD,2019-03-23,60.56,3301.82586182,0.02073150176976246,59.87497774960121,54.71523350014178,1.0,0.0,1.0
LTC/USD,2019-03-24,59.44,3282.16394803,-0.018494055482166538,59.657488874800606,55.03829769330193,1.0,0.0,1.0
LTC/USD,2019-03-25,58.76,5088.70578287,-0.01144010767160164,59.2087444374003,55.29241736973394,1.0,0.0,1.0
LTC/USD,2019-03-26,58.11,5569.3944814,-0.011061946902654829,58.65937221870015,55.48455094205676,1.0,0.0,1.0
LTC/USD,2019-03-27,61.35,7019.69235274,0.05575632421270016,60.004686109350075,55.88403241948361,1.0,0.0,1.0
LTC/USD,2019-03-28,60.17,3672.84182761,-0.019233903830480847,60.08734305467504,56.175606694772405,1.0,0.0,1.0
LTC/USD,2019-03-29,61.1,4178.47886049,0.015456207412331668,60.59367152733752,56.51025733428378,1.0,0.0,1.0
LTC/USD,2019-03-30,60.25,2777.35777842,-0.013911620294599025,60.42183576366876,56.76415025403373,1.0,0.0,1.0
LTC/USD,2019-03-31,60.26,1932.57128772,0.00016597510373439484,60.34091788183438,57.001266197199314,1.0,0.0,1.0
LTC/USD,2019-04-01,60.36,2880.51529772,0.0016594756057086713,60.35045894091719,57.22888591925635,1.0,0.0,1.0
LTC/USD,2019-04-02,77.36,24529.9914393,0.2816434724983432,68.8552294704586,58.59206757807089,1.0,0.0,1.0
LTC/USD,2019-04-03,85.56,34475.18634386,0.10599793174767336,77.2076147352293,60.416840290156266,1.0,0.0,1.0
LTC/USD,2019-04-04,84.8,10923.31376782,-0.008882655446470378,81.00380736761466,62.06556551254447,1.0,0.0,1.0
LTC/USD,2019-04-05,88.88,12529.90616213,0.048113207547169745,84.94190368380733,63.87750872526885,1.0,0.0,1.0
LTC/USD,2019-04-06,91.96,13429.51436985,0.034653465346534684,88.45095184190366,65.77398882049293,1.0,0.0,1.0
LTC/USD,2019-04-07,92.05,9331.10581651,0.000978686385384897,90.25047592095183,67.54747000528612,1.0,0.0,1.0
LTC/USD,2019-04-08,89.5,13201.77665214,-0.027702335687126545,89.87523796047591,69.0283599482747,1.0,0.0,1.0
LTC/USD,2019-04-09,86.94,7360.95805931,-0.028603351955307277,88.40761898023796,70.23606269850124,1.0,0.0,1.0
LTC/USD,2019-04-10,88.22,12427.00068771,0.014722797331492954,88.31380949011898,71.44808433213123,1.0,0.0,1.0
LTC/USD,2019-04-11,79.56,14626.76217249,-0.09816368170482881,83.9369047450595,71.99455055696261,1.0,0.0,1.0
LTC/USD,2019-04-12,79.13,7894.29074209,-0.005404725992961379,81.53345237252975,72.47504464008203,1.0,0.0,1.0
LTC/USD,2019-04-13,77.96,2663.02021978,-0.014785795526349066,79.74672618626488,72.84425874259394,1.0,0.0,1.0
LTC/USD,2019-04-14,83.8,2714.47623364,0.07491021036428935,81.77336309313245,73.58147736081496,1.0,0.0,1.0
LTC/USD,2019-04-15,78.01,7112.94302268,-0.06909307875894977,79.89168154656622,73.87937898914777,1.0,0.0,1.0
LTC/USD,2019-04-16,80.92,5141.62454354,0.03730290988334817,80.4058407732831,74.35285055918654,1.0,0.0,1.0
LTC/USD,2019-04-17,79.27,5013.78854629,-0.020390509144834423,79.83792038664154,74.68342866814238,1.0,0.0,1.0
LTC/USD,2019-04-18,81.9,3716.90595338,0.033177746940835195,80.86896019332077,75.16846866754209,1.0,0.0,1.0
LTC/USD,2019-04-19,82.68,2895.05631035,0.00952380952380949,81.7744800966604,75.6732098667892,1.0,0.0,1.0
LTC/USD,2019-04-20,81.57,2254.52529307,-0.013425253991291908,81.6722400483302,76.0693571818815,1.0,0.0,1.0
LTC/USD,2019-04-21,77.19,6063.87161226,-0.0536962118425891,79.4311200241651,76.14462610387292,1.0,0.0,1.0
LTC/USD,2019-04-22,76.79,7368.70987243,-0.005182018396165167,78.11056001208254,76.18796456976773,1.0,0.0,1.0
LTC/USD,2019-04-23,74.81,6722.68624649,-0.0257846073707515,76.46028000604127,76.09544797433328,1.0,0.0,1.0
LTC/USD,2019-04-24,72.98,11751.33681473,-0.02446197032482289,74.72014000302065,75.88631286158333,0.0,-1.0,-1.0
LTC/USD,2019-04-25,70.46,10975.19740483,-0.03453000822143071,72.59007000151033,75.52211181847042,0.0,-1.0,-1.0
LTC/USD,2019-04-26,71.72,8141.06296018,0.017882486517172946,72.15503500075516,75.26696165638576,0.0,-1.0,-1.0
LTC/USD,2019-04-27,70.6,2006.60208162,-0.015616285554935883,71.37751750037758,74.95381758613296,0.0,-1.0,-1.0
LTC/USD,2019-04-28,67.88,3566.0789711999996,-0.03852691218130311,69.62875875018878,74.47924034760699,0.0,-1.0,-1.0
